Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"Member of Assembly 101st District ",Write-in,,"Montgomery - D12  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D13  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D14  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D15  ",0,0,1,1,0.18
"Member of Assembly 101st District ",Write-in,,"Montgomery - D16  ",0,0,1,1,0.16
"Member of Assembly 101st District ",Write-in,,"Montgomery - D17  ",0,0,0,0,0.00
"Member of Assembly 101st District ",Write-in,,"Montgomery - D18  ",0,0,0,0,0.00
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W1 - D1  ",54,0,204,258,85.71
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W1 - D2  ",65,0,354,419,81.36
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W1 - D3  ",57,0,181,238,80.68
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W1 - D4  ",72,0,230,302,65.65
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W2 - D1  ",61,0,308,369,78.68
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W2 - D2  ",85,0,414,499,79.84
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W3 - D1  ",85,0,243,328,61.31
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W3 - D2  ",76,0,358,434,70.11
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W3 - D3  ",98,0,370,468,84.48
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W3 - D4  ",40,0,172,212,59.22
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W4 - D1  ",13,0,39,52,72.22
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W4 - D2  ",51,0,210,261,80.31
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W4 - D3  ",62,0,240,302,69.11
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W4 - D4  ",61,0,248,309,69.13
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"City of Newburgh - W4 - D5  ",32,0,134,166,80.58
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D1  ",53,0,137,190,51.49
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D2  ",54,0,150,204,50.50
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D3  ",75,0,211,286,51.35
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D4  ",85,0,298,383,56.24
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D5  ",77,0,185,262,46.29
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D6  ",40,0,169,209,61.29
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D7  ",44,0,104,148,40.22
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D8  ",62,0,158,220,39.93
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D9  ",73,0,229,302,56.66
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D10  ",61,0,158,219,54.61
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D11  ",71,0,184,255,47.93
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D12  ",66,0,205,271,48.31
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D13  ",87,0,251,338,52.57
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D14  ",105,0,168,273,45.12
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D15  ",108,0,287,395,54.04
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D16  ",70,0,168,238,42.96
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D17  ",74,0,242,316,43.11
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D18  ",59,0,220,279,41.70
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D19  ",84,0,218,302,41.43
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D20  ",40,0,99,139,50.92
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D21  ",68,0,187,255,36.90
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D22  ",60,0,177,237,49.38
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D23  ",134,0,449,583,67.87
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D24  ",63,0,191,254,45.93
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D25  ",104,0,305,409,56.18
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D26  ",26,0,94,120,38.22
Member of Assembly 104th District,Jonathan G. Jacobson,DEM,"Newburgh Town - D27  ",52,0,131,183,75.31
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W1 - D1  ",4,0,11,15,4.98
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W1 - D2  ",7,0,39,46,8.93
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W1 - D3  ",3,0,32,35,11.86
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W1 - D4  ",13,0,89,102,22.17
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W2 - D1  ",8,0,39,47,10.02
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W2 - D2  ",7,0,53,60,9.60
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W3 - D1  ",13,0,151,164,30.65
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W3 - D2  ",17,0,110,127,20.52
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W3 - D3  ",11,0,52,63,11.37
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W3 - D4  ",14,0,103,117,32.68
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W4 - D1  ",0,0,10,10,13.89
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W4 - D2  ",6,0,29,35,10.77
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W4 - D3  ",11,0,89,100,22.88
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W4 - D4  ",7,0,101,108,24.16
Member of Assembly 104th District,Andrew Gauzza IV,REP,"City of Newburgh - W4 - D5  ",0,0,23,23,11.17
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D1  ",25,0,122,147,39.84
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D2  ",16,0,147,163,40.35
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D3  ",30,0,192,222,39.86
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D4  ",27,0,218,245,35.98
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D5  ",43,0,207,250,44.17
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D6  ",9,0,98,107,31.38
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D7  ",15,0,172,187,50.82
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D8  ",23,0,254,277,50.27
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D9  ",19,0,160,179,33.58
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D10  ",12,0,143,155,38.65
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D11  ",33,0,181,214,40.23
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D12  ",24,0,211,235,41.89
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D13  ",26,0,230,256,39.81
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D14  ",29,0,247,276,45.62
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D15  ",41,0,230,271,37.07
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D16  ",33,0,221,254,45.85
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D17  ",38,0,320,358,48.84
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D18  ",24,0,309,333,49.78
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D19  ",40,0,323,363,49.79
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D20  ",15,0,100,115,42.12
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D21  ",32,0,357,389,56.30
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D22  ",19,0,179,198,41.25
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D23  ",36,0,180,216,25.15
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D24  ",30,0,213,243,43.94
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D25  ",31,0,222,253,34.75
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D26  ",11,0,151,162,51.59
Member of Assembly 104th District,Andrew Gauzza IV,REP,"Newburgh Town - D27  ",5,0,34,39,16.05
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W1 - D1  ",1,0,2,3,1.00
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W1 - D2  ",0,0,6,6,1.17
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W1 - D3  ",1,0,4,5,1.69
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W1 - D4  ",2,0,11,13,2.83
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W2 - D1  ",1,0,6,7,1.49
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W2 - D2  ",1,0,8,9,1.44
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W3 - D1  ",0,0,15,15,2.80
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W3 - D2  ",1,0,14,15,2.42
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W3 - D3  ",0,0,5,5,0.90
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W3 - D4  ",0,0,10,10,2.79
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W4 - D1  ",1,0,2,3,4.17
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W4 - D2  ",0,0,6,6,1.85
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W4 - D3  ",1,0,10,11,2.52
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W4 - D4  ",2,0,9,11,2.46
Member of Assembly 104th District,Andrew Gauzza IV,CON,"City of Newburgh - W4 - D5  ",0,0,1,1,0.49
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D1  ",1,0,14,15,4.07
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D2  ",1,0,13,14,3.47
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D3  ",2,0,29,31,5.57
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D4  ",6,0,14,20,2.94
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D5  ",6,0,31,37,6.54
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D6  ",0,0,12,12,3.52
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D7  ",0,0,16,16,4.35
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D8  ",5,0,24,29,5.26
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D9  ",3,0,27,30,5.63
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D10  ",3,0,11,14,3.49
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D11  ",8,0,28,36,6.77
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D12  ",6,0,27,33,5.88
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D13  ",0,0,24,24,3.73
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D14  ",5,0,19,24,3.97
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D15  ",6,0,25,31,4.24
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D16  ",1,0,39,40,7.22
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D17  ",5,0,34,39,5.32
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D18  ",6,0,27,33,4.93
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D19  ",5,0,30,35,4.80
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D20  ",3,0,8,11,4.03
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D21  ",4,0,26,30,4.34
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D22  ",1,0,28,29,6.04
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D23  ",3,0,23,26,3.03
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D24  ",5,0,26,31,5.61
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D25  ",4,0,30,34,4.67
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D26  ",3,0,21,24,7.64
Member of Assembly 104th District,Andrew Gauzza IV,CON,"Newburgh Town - D27  ",0,0,1,1,0.41
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W1 - D1  ",7,0,18,25,8.31
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W1 - D2  ",10,0,32,42,8.16
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W1 - D3  ",4,0,13,17,5.76
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W1 - D4  ",15,0,27,42,9.13
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W2 - D1  ",6,0,40,46,9.81
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W2 - D2  ",12,0,42,54,8.64
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W3 - D1  ",12,0,16,28,5.23
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W3 - D2  ",6,0,37,43,6.95
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W3 - D3  ",4,0,14,18,3.25
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W3 - D4  ",2,0,17,19,5.31
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W4 - D1  ",3,0,4,7,9.72
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W4 - D2  ",4,0,19,23,7.08
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W4 - D3  ",3,0,20,23,5.26
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W4 - D4  ",1,0,18,19,4.25
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"City of Newburgh - W4 - D5  ",4,0,12,16,7.77
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D1  ",2,0,15,17,4.61
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D2  ",5,0,18,23,5.69
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D3  ",1,0,17,18,3.23
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D4  ",10,0,23,33,4.85
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D5  ",7,0,10,17,3.00
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D6  ",3,0,10,13,3.81
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D7  ",2,0,15,17,4.62
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D8  ",6,0,19,25,4.54
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D9  ",5,0,16,21,3.94
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D10  ",2,0,10,12,2.99
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D11  ",8,0,19,27,5.08
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D12  ",3,0,18,21,3.74
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D13  ",7,0,18,25,3.89
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D14  ",8,0,23,31,5.12
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D15  ",11,0,23,34,4.65
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D16  ",8,0,14,22,3.97
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D17  ",8,0,12,20,2.73
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D18  ",9,0,15,24,3.59
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D19  ",5,0,24,29,3.98
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D20  ",1,0,7,8,2.93
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D21  ",6,0,11,17,2.46
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D22  ",4,0,11,15,3.13
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D23  ",12,0,22,34,3.96
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D24  ",3,0,21,24,4.34
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D25  ",10,0,22,32,4.40
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D26  ",1,0,7,8,2.55
Member of Assembly 104th District,Jonathan G. Jacobson,WOR,"Newburgh Town - D27  ",1,0,19,20,8.23
Member of Assembly 104th District,Write-in,,"City of Newburgh - W1 - D1  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W1 - D2  ",0,0,2,2,0.39
Member of Assembly 104th District,Write-in,,"City of Newburgh - W1 - D3  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W1 - D4  ",1,0,0,1,0.22
Member of Assembly 104th District,Write-in,,"City of Newburgh - W2 - D1  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W2 - D2  ",0,0,3,3,0.48
Member of Assembly 104th District,Write-in,,"City of Newburgh - W3 - D1  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W3 - D2  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W3 - D3  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W3 - D4  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W4 - D1  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W4 - D2  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W4 - D3  ",0,0,1,1,0.23
Member of Assembly 104th District,Write-in,,"City of Newburgh - W4 - D4  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"City of Newburgh - W4 - D5  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D1  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D2  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D3  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D4  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D5  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D6  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D7  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D8  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D9  ",0,0,1,1,0.19
Member of Assembly 104th District,Write-in,,"Newburgh Town - D10  ",1,0,0,1,0.25
Member of Assembly 104th District,Write-in,,"Newburgh Town - D11  ",0,0,0,0,0.00
Member of Assembly 104th District,Write-in,,"Newburgh Town - D12  ",1,0,0,1,0.18
